7.796511650085449219e-01 6.023023724555969238e-01 1.217000007629394531e+00
7.147599458694458008e-01 5.557810664176940918e-01 1.123000025749206543e+00
6.702525019645690918e-01 5.246018767356872559e-01 1.059999942779541016e+00
6.177767515182495117e-01 5.424185395240783691e-01 1.095999956130981445e+00
6.885896325111389160e-01 6.206139326095581055e-01 1.253999948501586914e+00
-3.886358439922332764e-01 8.111533522605895996e-01 1.639000058174133301e+00
6.142270565032958984e-01 4.995715022087097168e-01 1.013399958610534668e+00
3.271710574626922607e-01 1.030470728874206543e+00 2.088000059127807617e+00
-3.959864675998687744e-01 7.978721261024475098e-01 1.616666674613952637e+00
-4.275272786617279053e-01 7.315563559532165527e-01 1.482333302497863770e+00
6.266762614250183105e-01 4.980065226554870605e-01 1.019166707992553711e+00
6.223964095115661621e-01 5.055666565895080566e-01 1.039000034332275391e+00
6.579723358154296875e-01 5.659037828445434570e-01 1.162999987602233887e+00
7.575141787528991699e-01 8.248434662818908691e-01 1.679222226142883301e+00
7.238503098487854004e-01 8.710603713989257812e-01 1.771999955177307129e+00
6.884766221046447754e-01 9.735057950019836426e-01 1.978166699409484863e+00
6.067633032798767090e-01 1.021655321121215820e+00 2.093666791915893555e+00
5.919649004936218262e-01 1.022450208663940430e+00 2.075666666030883789e+00
7.774131000041961670e-02 6.833357810974121094e-01 1.394800066947937012e+00
-9.108160436153411865e-02 7.777061462402343750e-01 1.582499980926513672e+00
-3.239495158195495605e-01 8.263082504272460938e-01 1.683749914169311523e+00
-3.485580980777740479e-01 8.059588670730590820e-01 1.654000043869018555e+00
-3.725284636020660400e-01 7.712446451187133789e-01 1.585000038146972656e+00
-4.929041564464569092e-01 7.212777137756347656e-01 1.465124964714050293e+00
9.342684745788574219e-01 7.133002281188964844e-01 1.474333286285400391e+00
8.398743271827697754e-01 7.748191952705383301e-01 1.578874945640563965e+00
3.075890243053436279e-01 1.024733304977416992e+00 2.100600004196166992e+00
-7.435926049947738647e-02 7.701113224029541016e-01 1.570999979972839355e+00
-1.650846302509307861e-01 7.744997739791870117e-01 1.580899953842163086e+00
-2.159491777420043945e-01 8.316270112991333008e-01 1.701874971389770508e+00
-3.547316491603851318e-01 7.849040031433105469e-01 1.616500020027160645e+00
-5.341719985008239746e-01 7.438514232635498047e-01 1.528666615486145020e+00
-6.890375614166259766e-01 7.716625928878784180e-01 1.592666625976562500e+00
7.150470018386840820e-01 8.848182559013366699e-01 1.809416651725769043e+00
6.770520210266113281e-01 9.592574834823608398e-01 1.996999979019165039e+00
6.606963872909545898e-01 9.876331686973571777e-01 2.022588253021240234e+00
5.989175438880920410e-01 1.008904218673706055e+00 2.080600023269653320e+00
3.945448994636535645e-01 1.031916499137878418e+00 2.122714281082153320e+00
-2.190759032964706421e-01 8.124245405197143555e-01 1.698666691780090332e+00
-2.608349621295928955e-01 8.105114698410034180e-01 1.694666624069213867e+00
-3.061951398849487305e-01 8.016045093536376953e-01 1.664777755737304688e+00
-3.089670538902282715e-01 7.800878286361694336e-01 1.626333355903625488e+00
-3.341299593448638916e-01 7.606914639472961426e-01 1.590499997138977051e+00
-4.243730008602142334e-01 7.117299437522888184e-01 1.478500008583068848e+00
-4.632596671581268311e-01 7.245802879333496094e-01 1.496799945831298828e+00
-4.936214089393615723e-01 7.209900617599487305e-01 1.498833298683166504e+00
-5.709792971611022949e-01 7.633219361305236816e-01 1.595999956130981445e+00
-6.441331505775451660e-01 7.802752852439880371e-01 1.605176448822021484e+00
-9.941586852073669434e-01 7.360228300094604492e-01 1.510913014411926270e+00
7.061561346054077148e-01 9.353715181350708008e-01 1.921550035476684570e+00
6.910827159881591797e-01 9.419041275978088379e-01 1.955749988555908203e+00
8.139420151710510254e-01 7.875788211822509766e-01 1.635769248008728027e+00
5.654008388519287109e-01 9.826741218566894531e-01 2.091000080108642578e+00
2.779718935489654541e-01 9.964115619659423828e-01 2.077333211898803711e+00
5.412875860929489136e-02 6.885952949523925781e-01 1.423650026321411133e+00
3.023822046816349030e-02 6.987053155899047852e-01 1.455437541007995605e+00
-1.610112003982067108e-02 7.323249578475952148e-01 1.514150023460388184e+00
-8.914999663829803467e-02 7.460521459579467773e-01 1.587499976158142090e+00
-1.086349710822105408e-01 7.803265452384948730e-01 1.609739184379577637e+00
-2.379080355167388916e-01 7.679049968719482422e-01 1.633999943733215332e+00
7.194690108299255371e-01 8.787081837654113770e-01 1.782999992370605469e+00
5.570124387741088867e-01 9.899327158927917480e-01 2.059999942779541016e+00
