7.017621397972106934e-01 6.161597967147827148e-01 1.245000004768371582e+00
-7.256632298231124878e-02 8.629772067070007324e-01 1.743714332580566406e+00
-2.131302803754806519e-01 8.595305085182189941e-01 1.736750006675720215e+00
-5.553399324417114258e-01 8.106583952903747559e-01 1.638000011444091797e+00
-9.222004413604736328e-01 7.619374990463256836e-01 1.539555549621582031e+00
7.088356614112854004e-01 6.639167666435241699e-01 1.345749974250793457e+00
2.597506046295166016e-01 8.110063672065734863e-01 1.643333315849304199e+00
-1.235377714037895203e-01 8.637543916702270508e-01 1.747125029563903809e+00
-5.189601778984069824e-01 8.125208020210266113e-01 1.645545482635498047e+00
-8.213992714881896973e-01 7.671261429786682129e-01 1.555642843246459961e+00
-8.709534406661987305e-01 7.647909522056579590e-01 1.549666643142700195e+00
7.046554088592529297e-01 6.125152111053466797e-01 1.251666665077209473e+00
4.452795982360839844e-01 7.143599987030029297e-01 1.452142834663391113e+00
3.567719161510467529e-01 7.652447223663330078e-01 1.559333324432373047e+00
-4.620808660984039307e-01 8.175138235092163086e-01 1.663692355155944824e+00
-7.993499040603637695e-01 7.624263763427734375e-01 1.557999968528747559e+00
7.252311706542968750e-01 5.644792914390563965e-01 1.151666641235351562e+00
-4.198947250843048096e-01 8.208709955215454102e-01 1.674884557723999023e+00
-7.696226239204406738e-01 7.686873078346252441e-01 1.571212172508239746e+00
4.197400212287902832e-01 7.208850383758544922e-01 1.473124980926513672e+00
2.271080762147903442e-01 8.215506672859191895e-01 1.682965517044067383e+00
1.801982820034027100e-01 8.246596455574035645e-01 1.690941214561462402e+00
1.279150396585464478e-01 8.244398832321166992e-01 1.695142865180969238e+00
7.733529806137084961e-02 8.222156763076782227e-01 1.684966683387756348e+00
-6.739973425865173340e-01 7.776073217391967773e-01 1.597718000411987305e+00
2.979750633239746094e-01 7.647678852081298828e-01 1.603666663169860840e+00
-6.322332024574279785e-01 7.791011929512023926e-01 1.601642847061157227e+00
7.002633810043334961e-01 5.853569507598876953e-01 1.199357151985168457e+00
7.002283334732055664e-01 5.912700295448303223e-01 1.221071481704711914e+00
6.749420166015625000e-01 6.732739806175231934e-01 1.384322047233581543e+00
5.714646577835083008e-01 6.791227459907531738e-01 1.399205923080444336e+00
5.032440423965454102e-01 6.747210025787353516e-01 1.406666636466979980e+00
7.105578780174255371e-01 5.701646804809570312e-01 1.179348826408386230e+00
6.980906724929809570e-01 6.137060523033142090e-01 1.297076940536499023e+00
5.912587046623229980e-01 6.723664999008178711e-01 1.416350007057189941e+00
-3.516499698162078857e-02 8.332421779632568359e-01 1.732833385467529297e+00
-1.230858117341995239e-01 8.322029709815979004e-01 1.740979194641113281e+00
-1.731513291597366333e-01 8.314939737319946289e-01 1.730181813240051270e+00
-9.706305265426635742e-01 7.318760156631469727e-01 1.524466633796691895e+00
-1.002832412719726562e+00 7.342944741249084473e-01 1.515562534332275391e+00
-9.935895204544067383e-01 7.053512334823608398e-01 1.505333304405212402e+00
7.234708666801452637e-01 5.290926098823547363e-01 1.099263191223144531e+00
6.261973977088928223e-01 6.813220381736755371e-01 1.418258070945739746e+00
4.777751863002777100e-01 6.817578673362731934e-01 1.419783830642700195e+00
2.770270407199859619e-01 7.835103869438171387e-01 1.628368377685546875e+00
-5.220240950584411621e-01 7.819180488586425781e-01 1.642017841339111328e+00
-8.741989135742187500e-01 7.415210604667663574e-01 1.562714338302612305e+00
